natural_gas_use_kbtu,objectid,address,property_name,opa_number,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electricity_use_kbtu,portfolio_manager_id,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes,x_coord,y_coord
1555622.8,1130,219 E WILLOW GROVE AVE,The Residences at 219,881045003,19129,5,1954,Multifamily Housing,85000,2033977.8,4928569,Not Available,Not Available,Not Available,42.2,94.4,11342,315.9,,-75.19866398,40.07413605
1519450.5,1131,4701-23 WALNUT ST,The Verona Apartments,881215700,19143,1,1947,Multifamily Housing,58656,456679.8,4928659,Not Available,Not Available,Not Available,33.7,51.6,6971.2,133.1,,-75.21613336,39.9560608
Not Available,1209,229 ARCH ST,Berger Building,881000437,19106,1,1874,Multifamily Housing,72300,2603773.3,4989997,Not Available,Not Available,49,36,113.1,1570.6,288.8,,-75.14438449,39.95255679
2299163.6,1210,1900 HAMILTON ST,Tivoli Condos,888111120,19130,1,2006,Multifamily Housing,225200,5320174.6,4991579,Not Available,Not Available,76,40.3,101.1,4691,732.2,,-75.17046764,39.96178363
836721.3,1211,468 DOMINO LN,Green Woods Charter School,775722600,19128,1,2014,K-12 School,115650,2023628.9,4991720,Not Available,Not Available,57,47.7,120.5,491.9,276.5,,-75.233645,40.04315505
224388.3,1212,1313-17 WALNUT ST,Goldman Properties - 1315 Walnut Street,883021000,19107,1,1923,Office,246310,12488087.2,4991740,Not Available,2434552.6,84,61.5,172,3113.7,1605.7,,-75.16286876,39.94957507
1952292.5,1213,1401-35 S 16TH ST,Reed Street Presbyterian Apartments,881000151,19146,1,2001,Multifamily Housing,63665,2202787.2,4991800,Not Available,Not Available,33,65.3,140.8,2667.8,356.3,,-75.17088011,39.93290019
53142.6,1214,2001 S 59TH ST,Greenway Presbyterian Apartments,881445450,19143,1,2005,Multifamily Housing,59626,1547137.3,4991802,Not Available,Not Available,88,26.8,82.4,1415.6,180.2,,-75.22746673,39.93322445
14514200.2,1215,604-36 S WASHINGTON SQ,Hopkinson House,888051083,19106,1,1963,Multifamily Housing,930000,13846520.4,4992110,Not Available,Not Available,100,36.4,75.3,28764.5,2358.8,,-75.15231228,39.94590227
1897484.3,1216,2301 CHERRY ST,River's Edge Condos,888083961,19103,2,1982,Multifamily Housing,270000,6275691.6,4992126,Not Available,Not Available,86,34.1,90.4,7542.6,820.5,,-75.17765759,39.95743983
2931318.5,1388,6302 OLD YORK RD,Philip Murray House II,881451120,19141,1,2005,Multifamily Housing,53253,1702970.1,5050012,Not Available,Not Available,11,92.8,168.7,2176.8,351,,-75.14473249,40.05041796
4613304.3,1389,6300 OLD YORK RD,Philip Murray House I,886662700,19141,1,1967,Multifamily Housing,225000,12810923.8,5050013,Not Available,Not Available,7,79.3,205.1,9835.4,1714.2,,-75.14536565,40.04967387
2174999.1,1390,164-76 W ALLEGHENY AVE,MFM - 174 W Allegheny Ave,881448405,19133,1,1990,Multifamily Housing,67027,1720180.3,5050083,Not Available,Not Available,71,58.1,114.7,1219.3,312.8,,-75.13255773,39.99864897
1391871.6,1391,5600-36 RACE ST,Haddington Elderly,881014620,19136,1,1982,Multifamily Housing,111676,4204863.5,5050101,Not Available,Not Available,22,53,138.8,62.8,540.4,,-75.23285076,39.96375096
3610186.4,1392,1741 FRANKFORD AVE,Neumann North,886652800,19125,1,1990,Multifamily Housing,123000,4311498.7,5050131,Not Available,Not Available,1,66,144.4,3345.9,670,,-75.13196882,39.9757581
Not Available,1393,7500 GERMANTOWN AVE,New Covenant Manor,775165500,19119,1,2005,Multifamily Housing,72311,969774.7,5050141,Not Available,Not Available,98,13.4,42.1,Not Available,107.6,,-75.19600285,40.06281743
349046.3,1394,7133R E ROOSEVELT BLV,HLK GROUP,882074108,19149,1,1987,Supermarket/Grocery Store,101078,646513.6,5050240,Not Available,Not Available,Not Available,19.5,46.9,141.7,92.7,,-75.05490521,40.04138172
5942950.3,1395,4201 AVENUE OF THE REPUBLIC,Please Touch Museum,783172370,19131,1,1876,Museum,152175,10590305.5,5050384,Not Available,Not Available,Not Available,108.6,259.5,2115,1490.5,,-75.21007898,39.97975868
14758516.7,960,1235 S 16TH ST,Barratt New Childs,782673800,19146,1,1928,K-12 School,134000,2428681,4123941,Not Available,Not Available,12,128.3,172.6,2392,1062.4,,-75.17008849,39.93488667
3658753,961,1101-25 N 04TH ST,Bodine,781462800,19123,1,1935,K-12 School,59000,1008509.1,4123946,Not Available,Not Available,58,79.1,118.8,1114.5,310,,-75.1430234,39.96825566
401541.7,962,8725 VERREE RD,Baldi,786546800,19115,1,1974,K-12 School,185113,5038179.7,4123948,2971652.1,Not Available,88,45.4,104,495.1,819.6,,-75.05187302,40.09162107
28405159.8,963,6601 ELMWOOD AVE,Bartram HS,783130800,19142,2,1939,K-12 School,451273,8884759.3,4123949,Not Available,Not Available,84,82.6,127.9,6181.3,2527.6,,-75.23320321,39.92169384
5654186.5,964,4612-72 W GIRARD AVE,Blankenburg,783175200,19131,1,1925,K-12 School,64000,801558.6,4123950,Not Available,Not Available,40,100.9,132.1,545.1,392.2,,-75.21475239,39.97235629
3529351.6,965,1700 BIGLER ST,Bregy,782008600,19145,1,1923,K-12 School,66000,880163.6,4123951,Not Available,Not Available,72,66.8,98,343.2,288.4,,-75.1767773,39.91422788
151558.4,966,330 E WYOMING AVE,Barton,785531800,19120,1,1925,K-12 School,72200,915476.8,4123953,3487266.2,Not Available,70,63.1,90.8,958.7,371.8,,-75.11984677,40.0202261
23253454.3,1132,3600 CONSHOHOCKEN AVE,River Park House Condominium,888520668,19131,1,1965,Multifamily Housing,483235,12759641.4,4928708,Not Available,Not Available,30,93,166.6,16267.6,2698.4,,-75.2019948,40.00378421
Not Available,1133,1700 WALNUT ST,1700 Associates,881012276,19103,1,1925,Retail Store,348564,1744099.8,4928759,Not Available,Not Available,100,5,15.7,3413.3,193.5,,-75.16932774,39.94965257
1951349.5,1134,2400 CHESTNUT ST,2400 Chestnut,881024000,19103,1,1978,Multifamily Housing,477026,11888189.3,4929271,Not Available,Not Available,82,39.3,111.7,7746.1,1467,,-75.17972312,39.95247782
26992.9,1135,1321-25 N 5TH ST,"1325 Associates, LP",881006901,19122,1,1900,Multifamily Housing,58236,1219251.2,4930434,Not Available,Not Available,Not Available,21.4,66.2,1083.4,136.7,,-75.14410613,39.97180286
4224035,1136,1 FRANKLIN TOWN BLVD,One Franklin Town,881146350,19103,1,1988,Multifamily Housing,521968,13576846.2,4930757,Not Available,Not Available,82,34.1,90.2,14146.8,1781.3,,-75.16734448,39.95988045
12761387.9,1137,1400-30 ARCH ST,Municipal Services Building (MSB),782003200,19102,1,1968,Office,491000,29280873,4931293,Not Available,Not Available,75,85.6,214.5,3319.4,4035.7,,-75.16415047,39.95401276
37339059.7,1138,1400 JOHN F KENNEDY BLV,City Hall,782273400,19102,1,1900,Office,659185,17094795.6,4931294,0,Not Available,87,82.6,140.9,3946.7,3943.7,,-75.1638369,39.9524986
13735496.7,1139,2661-69 WILLITS RD,Welshwood Apartments,881191500,19114,3,1967,Multifamily Housing,208761,3773538.9,4932752,Not Available,Not Available,38,83.9,125.8,8220.5,1162.3,,-75.02709604,40.06765089
1170768.6,1217,501-35 JACKSON ST,Jackson Place,881000110,19148,1,2004,Multifamily Housing,59639,2547437.1,4992132,Not Available,Not Available,23,63.4,157.4,2978.6,354.3,,-75.15582935,39.92149455
4205676.7,1218,1008-20 SPRUCE ST,Strickland Condos,888052314,19107,7,1815,Multifamily Housing,79733,2077496.9,4992137,Not Available,Not Available,43,78.8,137.2,2926.4,461.6,,-75.15863031,39.94589134
4049827,1219,1531 W TIOGA ST,Tioga Presbyterian Apartments,881299290,19140,1,1995,Multifamily Housing,97964,2911800.8,4993120,Not Available,Not Available,44,71.1,136.7,5256.6,549,,-75.15468712,40.00683016
2780397.5,1220,2200-28 ARCH ST,2200 Arch Street,888111280,19103,1,1996,Multifamily Housing,415000,11979409.2,4993952,Not Available,Not Available,27,45.4,124.7,5989.7,1521.5,,-75.1768814,39.95578868
Not Available,1221,1000 Walnut St.,Orlowitz Building,881008255,19107,1,1968,Residence Hall/Dormitory,216000,2104400.5,4993957,Not Available,6392260,93,39.3,66.2,6470.5,665.8,,-75.15824833,39.9482361
2891300.1,1222,1801-23 N 10TH ST,Kardon-Atlantic,881147225,19122,1,1976,Residence Hall/Dormitory,487684,9857602.4,4994229,Not Available,Not Available,91,26.1,69.7,9032,1284,,-75.15017645,39.97962903
Not Available,1223,1500-14 N 15TH ST,University Apartments,881299040,19122,1,2003,Residence Hall/Dormitory,68360,2097821.5,4994242,Not Available,Not Available,85,30.7,96.4,1631,240.6,,-75.16051849,39.97639494
Not Available,1224,2031 SOUTH ST,Liberty View,881124500,19102,1,1994,Multifamily Housing,56300,1602299.8,4994255,Not Available,Not Available,87,28.5,89.4,1777.6,183.8,,-75.17592657,39.94511087
12495756.5,1396,6060 CRESCENTVILLE RD,6060 Crescentville Holdings LP,881216000,19120,1,1969,Multifamily Housing,189000,2669572.7,5050684,Not Available,Not Available,42,80.2,113.8,11953.9,969.9,,-75.11512661,40.04253905
1304656.5,1397,2801 GRANT AVE,2801 Grant Avenue,884286500,19114,1,1950,Office,61240,754430.7,5051950,Not Available,Not Available,99,33.6,61.1,267.1,155.8,,-75.01666941,40.07615774
759468.4,1398,3501 ISLAND AVE,3501 ISLAND AVE ACQUISITION LLC,884171485,19153,1,1987,Distribution Center,84471,2430371,5052885,Not Available,Not Available,32,37.8,99.8,212.2,319.1,,-75.23655606,39.89911556
1262015.9,1399,7520 STATE RD,Northeast Treatment Center,777591500,19136,1,1950,Office,52924,1034679.8,5052903,Not Available,Not Available,Not Available,43.4,86.4,163.6,181.8,,-75.02667488,40.0296073
1729297.2,1400,1101 WASHINGTON AVE,Bella Vista Condos,888113214,19147,1,1935,Multifamily Housing,180000,5161400.6,5052959,Not Available,Not Available,61,45.9,120.2,4206.3,683.8,,-75.16187256,39.9377056
361312.6,1401,330 OREGON AVE,Burlington Coat Factory,882087505,19148,1,1982,Other - Mall,147000,2766416.8,5053754,Not Available,Not Available,Not Available,39.1,113.3,186.1,336.4,,-75.15559822,39.91313854
926618.1,1402,1801-59 N AMERICAN ST,1801 N American,884080300,19122,1,1986,Non-Refrigerated Warehouse,97500,670249.2,5056684,Not Available,Not Available,90,18.2,35.2,95.4,126.1,,-75.13831269,39.97835965
Not Available,1403,200 PATTISON AVE,Preferred Meals,884143300,19148,1,1930,Food Sales,100000,136581.6,5063061,Not Available,Not Available,Not Available,1.4,4.3,26803,15.2,,-75.15407339,39.90181485
1697947.9,967,1900 E SERGEANT ST,Brown HA,786491000,19125,1,1959,K-12 School,67795,1375309,4123955,Not Available,Not Available,61,45.3,90,758.4,247.9,,-75.12754892,39.98660711
1640450.7,968,5900 RACE ST,Barry,783431200,19139,1,2008,K-12 School,99287,2649287.3,4123956,Not Available,Not Available,84,43.2,101.1,3822.6,391,,-75.23860376,39.96437494
2080406,970,4701 RICHMOND ST,Bridesburg,786457800,19137,1,1957,K-12 School,71275,2865896.8,4123961,Not Available,Not Available,8,69.4,156.9,905.5,439.2,,-75.06678875,40.00000512
4609971.1,971,900-14 LINDLEY AVE,Birney,785317200,19141,1,1913,K-12 School,59200,1977852.5,4123962,Not Available,Not Available,40,111.3,186.7,919.2,471.7,,-75.13861869,40.02884616
Not Available,972,800-34 WALNUT ST UNIT: A5,LT02185 - 800 Walnut Street,883400600,19103,1,2013,Office,153242,11053539.1,4124122,Not Available,Not Available,58,72.1,226.5,2450.1,1267.6,,-75.15510962,39.94787324
3563389,973,3303-61 OLD YORK RD,Bethune,785367600,19140,1,1970,K-12 School,99420,3066588.6,4124425,Not Available,Not Available,56,66.7,134.5,1432.4,540.9,,-75.14797485,40.00348199
5390914.1,974,6001 CEDAR AVE,Bryant,783087800,19143,1,1904,K-12 School,94235,1150214.5,4124426,Not Available,Not Available,50,69.4,98.4,1063,418.2,,-75.24365086,39.9529763
4036763.1,1140,2622-46 N LAWRENCE ST,ST CHRISTOPHER'S ASSOC LP VIII,886609000,19133,1,1962,Multifamily Housing,89535,1485091.8,4936276,Not Available,Not Available,89,61.7,99.4,3109.6,384.7,,-75.13967956,39.99118776
16124621.1,1141,1512-14 SPRUCE ST,The Drake,888071440,19102,1,1929,Multifamily Housing,177067,7378879.9,4936576,Not Available,Not Available,5,132.7,226.5,11789.3,1702.7,,-75.16731488,39.94672247
Not Available,1142,1221 MOUNT VERNON ST,The Residences at 1221,881068250,19123,1,2015,Multifamily Housing,51000,1176857.1,4936671,Not Available,Not Available,97,23.1,72.5,1347.6,135,,-75.15829927,39.96415181
5405173.4,1323,1221 FAIRMOUNT AVE,Guild House West I,881041751,19123,1,1977,Multifamily Housing,84100,3962560.3,5026803,Not Available,Not Available,2,111.4,215.4,5706.9,741.5,,-75.15742115,39.96684885
4186142.9,1324,1727 W HUNTING PARK AVE,Opportunities Towers II,886810736,19139,1,1985,Multifamily Housing,108405,3021636.5,5026804,Not Available,Not Available,59,66.5,128.1,7561.3,568.9,,-75.15605083,40.01547435
3389596.2,1325,477-89 DOMINO LN,Domino Lane Apartments,881080050,19128,7,1960,Multifamily Housing,63918,705095.6,5026901,Not Available,Not Available,89,64.1,90.3,3818.5,258.3,,-75.23375676,40.04485279
6180098.7,1326,1300-20 E JOHNSON ST,Johnson Court Apartments,881094500,19138,4,1946,Multifamily Housing,65338,843605.7,5026904,Not Available,Not Available,Not Available,107.5,139.9,4557.6,421.8,,-75.16755304,40.05939996
4357672.2,1327,5008 MC KEAN AVE,Hampshire House Apartments,881064600,19144,2,1960,Multifamily Housing,56645,875050,5026907,Not Available,Not Available,37,92.4,129.3,3483.7,328.5,,-75.17109004,40.02199673
Not Available,1225,4000 PRESIDENTIAL BLVD,Lincoln Green Apartments,881162530,19131,1,1989,Multifamily Housing,453672,11163368,4994999,Not Available,Not Available,98,24.6,77.3,22294.2,1280.2,,-75.20922521,40.0054883
2713872.6,1226,6725 RIDGE AVE,Ridgeview Apartments,881087500,19128,1,1964,Multifamily Housing,77182,1487185,4995156,Not Available,Not Available,85,54.4,97.4,3164.1,314.7,,-75.22425926,40.04142533
2873782.4,1227,7949 RIDGE AVE,The Ridge Apartments,881090500,19128,2,1961,Multifamily Housing,116269,2106790.6,4998219,Not Available,Not Available,87,42.8,82.8,5887.1,394.2,,-75.23465053,40.05567464
10368692.1,1228,8401 E ROOSEVELT BLVD,Wesley Enhanced Living Pennypack Park,881449300,19152,1,1931,Senior Care Community,216320,8122088.6,4998410,Not Available,Not Available,Not Available,85.5,168.2,14193.9,1482.2,,-75.04059033,40.06229071
517760.7,1229,511-19 N BROAD ST,"511, A Condominiums",888140126,19123,1,1930,Multifamily Housing,73000,3177874,4998429,Not Available,Not Available,44,50.6,144.1,2617.2,380,,-75.16119044,39.96192958
Not Available,1230,726-28 MARKET ST,Market Street Apatment Associates LLC,881012035,19106,1,1900,Multifamily Housing,70000,Not Available,4998553,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,-75.15318938,39.95072338
2066158.8,1231,1601 LOCUST ST,The Lanesborough,888035538,19102,1,1931,Multifamily Housing,105000,2159089.7,4998799,Not Available,Not Available,92,44.5,94.2,1479.6,357.3,,-75.16791508,39.94883356
972237.6,1232,317 VINE ST,York Square Condominium Association,888110000,19106,1,2005,Multifamily Housing,108000,2776936.4,4998818,Not Available,Not Available,83,36.4,94.6,1449.7,370.1,,-75.14561795,39.95627962
608391.1,1404,3817-39 MARKET ST,Ralston Mercy Douglass,881822820,19104,1,2000,Multifamily Housing,56784,2834639.4,5063279,Not Available,Not Available,8,60.6,168,1563581.4,357.4,,-75.19917426,39.95721718
Not Available,1405,1027 FILBERT ST,Parametric Garage Associates,883430501,19107,1,1983,Parking,301036,4706922.2,5070485,Not Available,Not Available,Not Available,15.6,49.1,7868.9,522.1,,-75.15808929,39.95319609
17459.4,1406, 1030-40 N 2ND ST,Liberties Walk Block 1 & 2,881006640,19123,1,2006,Multifamily Housing,78819,3502653.4,5074150,Not Available,Not Available,59,51.2,160.4,5488.1,402.6,,-75.14048714,39.96715289
Not Available,1407,1010 N HANCOCK ST,Montesino,881006605,19123,1,2009,Multifamily Housing,312954,2876196.2,5074243,Not Available,Not Available,100,9.4,29.6,1640.7,329.8,,-75.13960314,39.96572135
25013879.2,1408,4900-40 FRANKFORD AVE,ARIA - Jefferson Health Frankford,778010005,19124,1,1987,Hospital (General Medical & Surgical),303865,21942875.7,5075386,Not Available,Not Available,71,255.1,517,11269.4,3762.8,,-75.08142504,40.01996519
Not Available,1409,4 OREGON AVE,Glovis America Inc. Philadelphia,781326600,19148,5,1995,Non-Refrigerated Warehouse,70000,339315,5075443,Not Available,Not Available,Not Available,4.8,15.2,4941.1,38.9,,-75.14112347,39.90987528
65220,1410,4401 HAVERFORD AVE,St. Ignatius Nursing & Rehab Center,881445700,19104,1,1974,Senior Care Community,96000,4164956.7,5077303,Not Available,Not Available,99,44.1,136.9,6267.2,465.5,,-75.21137766,39.96303424
54872.4,1411,1300-22 CECIL B MOORE AVE,1300 C. B. Moore,881299070,19122,1,2001,College/University,325022,13852505,5077686,Not Available,21795202.2,Not Available,153.8,258.7,13569.9,3792.2,,-75.15639524,39.97772775
2298770.4,975,3200 W LEHIGH AVE,Allen Ethel,784224400,19132,1,1971,K-12 School,83197,2462338,4124429,Not Available,Not Available,46,57.2,121.9,999.4,404.5,,-75.18364354,39.99684201
4725618,976,1601 S 33RD ST,Audenried,782845201,19121,1,2008,K-12 School,211515,10843677.2,4124432,Not Available,Not Available,20,73.6,184.4,645.7,1494.5,,-75.19863521,39.93373837
3238974.5,977,3350 RICHMOND ST,Amy at Martin,786456000,19134,1,1899,K-12 School,62251,635088.9,4124433,Not Available,Not Available,43,62.2,86.7,275.9,244.9,,-75.09756821,39.98539806
135036.3,978,1034-42 S 60TH ST,Anderson,783782600,19143,1,1963,K-12 School,68235,930949.5,4124435,2375437.2,Not Available,66,50.4,80.1,734.6,290.2,,-75.24501938,39.94686479
2574780.5,979,1300 E PALMER ST,Adaire,781352000,19125,1,1957,K-12 School,49890,646071.1,4124436,Not Available,Not Available,83,64.6,94.9,2655.1,210.9,,-75.12996277,39.97259017
4742033.6,980,3001-29 W BERKS ST,Blaine,784035900,19121,1,1967,K-12 School,88317,1198742.7,4124439,Not Available,Not Available,26,67.3,99,1221.7,389.3,,-75.18321305,39.98579806
4455029.5,981,1001-13 N 02ND ST,Erbe,881006630,19123,1,2009,Multifamily Housing,134673,11883378.4,4124779,Not Available,Not Available,1,121.3,311.8,4600,1599.4,,-75.13993454,39.96653894
4179205,982,1050 N HANCOCK ST,Navona,881006665,19123,1,2009,Multifamily Housing,163400,7861056.9,4124780,Not Available,Not Available,25,73.7,177.9,3566.2,1123.5,,-75.13935543,39.96665312
1640573.9,1328,6050 OVERBROOK AVE,Overbrook Campus,881125675,19131,5,1891,College/University,84311,2777231.5,5027052,Not Available,Not Available,Not Available,52.4,123.9,2792.5,405.6,,-75.24783504,39.99024283
Not Available,1329,5200-30 CITY AVE,Lannon/Rashford,881155410,19131,1,2004,College/University,158239,9047153.4,5027053,Not Available,Not Available,Not Available,57.2,179.5,16105.6,1037.5,,-75.2335578,39.99746206
4034231.8,1330,3480 W School House Lane,Philadelphia University (Raven Hill Dorms),775506010,19144,3,1950,College/University,96254,2190504,5027213,Not Available,Not Available,Not Available,64.7,115.5,2769,465.5,,-75.1954181,40.01502062
1289784.6,1331,3464 W SCHOOL HOUSE LN,Philadelphia University (Ronson Dorms),881451110,19144,1,1950,College/University,67370,2906586.9,5027215,Not Available,Not Available,Not Available,62.3,155.6,5265,401.8,,-75.19497076,40.01669177
Not Available,1332,825 N 29TH ST,Brewery Condominiums- Main House,888152672,19130,1,1875,Multifamily Housing,69000,1432285.9,5027285,Not Available,Not Available,96,23.5,73.7,1443,164.3,,-75.1836353,39.97156497
Not Available,1333,2213-25 ARCH ST,Westminster Arch Apartments,881036500,19103,1,1890,Mixed Use Property,95000,1788017.7,5027356,Not Available,Not Available,Not Available,18.8,59.1,2869.5,205,,-75.17701589,39.95643546
1807298.8,1334,1330-36 CHESTNUT ST,"Treeco Manor, LP",882497400,19107,1,1930,Other - Mall,81423,5449298.4,5027418,Not Available,Not Available,Not Available,89.1,233.5,11688.9,720.9,,-75.16322371,39.95036678
