pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
DC43253031,4325_3031,N/A,,,,12/31/2016,No Report Recieved,3000 PINEVIEW CT NE,FORT LINCOLN III CONDO,5,,Washington,DC,,1978,,,230763,,,,,,,,,,,,,,,,38.9292636,-76.9576794
DC43270803,4327_0803,N/A,,,,12/31/2016,No Report Recieved,3500 FORT LINCOLN DR NE,FORT LINCOLN NEW TOWN/PREMIUM DISTRIBUTORS LLC,5,,Washington,DC,,2001,,,148521,,,,,,,,,,,,,,,,38.9217019,-76.9488327
DC12991006,1299_1006,N/A,,,,12/31/2016,No Report Recieved,2233 WISCONSIN AV NW,FRANK H HENNEBURG,3,,Washington,DC,,1964,,,219496,,,,,,,,,,,,,,,,,
DC43273043,4327_3043,N/A,,,,12/31/2016,No Report Recieved,3500 COMMODORE JOSHUA BARNEY DR NE,WASHINGTON OVERLOOK AT FT LINCOLN,5,,Washington,DC,,1989,,,288629,,,,,,,,,,,,,,,,38.9284452,-76.9568081
DC43650032,4365_0032,N/A,,,,12/31/2016,No Report Recieved,3030 - 3070 V ST NE,TERRENO V STREET LLC,5,,Washington,DC,,1957,,,106200,,,,,,,,,,,,,,,,38.918933,-76.9646175
DC43670001,4367_0001,N/A,,,,12/31/2016,No Report Recieved,3130 - 3180 V ST NE,TERRENO V STREET LLC,5,,Washington,DC,,1958,,,90200,,,,,,,,,,,,,,,,38.9188125,-76.961658
DC43710001,4371_0001,N/A,,,,12/31/2016,No Report Recieved,3300 V ST NE,TERRENO V STREET LLC,5,,Washington,DC,,1950,,,100200,,,,,,,,,,,,,,,,38.919016,-76.960113
DC43710002,4371_0002,N/A,,,,12/31/2016,No Report Recieved,3350 - 3390 V ST NE,TERRENO V STREET LLC,5,,Washington,DC,,1960,,,71564,,,,,,,,,,,,,,,,38.9187157,-76.9579531
DC12991040,1299_1040,N/A,,,,12/31/2016,No Report Recieved,1855 WISCONSIN AVE NW,NAI SATURN EASTERN LLC,2,,Washington,DC,,2010,,,60000,,,,,,,,,,,,,,,,,
DC43730001,4373_0001,N/A,,,,12/31/2016,No Report Recieved,3015 - 3055 V ST NE,TERRENO V STREET LLC,5,,Washington,DC,,1951,,,99120,,,,,,,,,,,,,,,,38.9186814,-76.9642478
DC43730002,4373_0002,N/A,,,,12/31/2016,No Report Recieved,3125 - 3165 V ST NE,TERRENO V STREET LLC,5,,Washington,DC,,1951,,,86349,,,,,,,,,,,,,,,,38.918354,-76.9618952
DC43730005,4373_0005,N/A,,,,12/31/2016,No Report Recieved,3325 - 3355 V ST NE,TERRENO V STREET LLC,5,,Washington,DC,,1956,,,83381,,,,,,,,,,,,,,,,38.9184576,-76.959933
DC44930001,4493_0001,N/A,,,,12/31/2016,No Report Recieved,1501 MARYLAND AV NE,MARYLAND CROSSING REALTY LLC,5,,Washington,DC,,1980,,,169392,,,,,,,,,,,,,,,,38.9003945,-76.9813662
DC50433033,5043_3033,N/A,,,,12/31/2016,No Report Recieved,0612 PARKSIDE PL NE,PARKSIDE TOWNHOMES CONDO,7,,Washington,DC,,1994,,,123415,,,,,,,,,,,,,,,,38.8989489,-76.9510629
DC12991042,1299_1042,N/A,,,,12/31/2016,No Report Recieved,2255 WISCONSIN AVE NW,2251 WISCONSIN AVENUE LLC,3,,Washington,DC,,2015,,,97713,,,,,,,,,,,,,,,,,
DC18201066,1820_1066,N/A,,,,12/31/2016,No Report Recieved,0191 39TH ST NW,MCLEAN GARDENS,3,,Washington,DC,,1942,,,771856,,,,,,,,,,,,,,,,,
DC51480828,5148_0828,N/A,,,,12/31/2016,No Report Recieved,4800 NANNIE HELEN BURROUGHS AV NE,4800 NHB LP,7,,Washington,DC,,2013,,,315600,,,,,,,,,,,,,,,,38.8991646,-76.9331696
DC51790090,5179_0090,N/A,,,,12/31/2016,No Report Recieved,5000 NANNIE HELEN BURROUGHS AV NE,GAHC WASHINGTON DC SNF LLC,7,,Washington,DC,,1983,,,133706,,,,,,,,,,,,,,,,38.89944462,-76.92826068
DC51940824,5194_0824,N/A,,,,12/31/2016,No Report Recieved,0601 50TH ST NE,PROGRESSIVE NATIONAL BAPTIST CNVNTN INC,7,,Washington,DC,,1959,,,74743,,,,,,,,,,,,,,,,38.8972661,-76.9298533
DC52030028,5203_0028,N/A,,,,12/31/2016,No Report Recieved,0908 - 0914 EASTERN AV NE,JAMES PROPERTIES II LLC,7,,Washington,DC,,1966,,,57672,,,,,,,,,,,,,,,,38.902044,-76.92157037
DC52980031,5298_0031,N/A,,,,12/31/2016,No Report Recieved,5311 - 5323 E ST SE,SC ELSINORE LLC,7,,Washington,DC,,1967,,,66663,,,,,,,,,,,,,,,,38.8819089,-76.9261772
DC5369N1259,5369N_1259,N/A,,,,12/31/2016,No Report Recieved,1201 42ND ST SE,FORT DUPONT WOODS CONDO,7,,Washington,DC,,1976,,,71150,,,,,,,,,,,,,,,,38.869806,-76.9425539
DC54340814,5434_0814,N/A,,,,12/31/2016,No Report Recieved,3501-3513 MINNESOTA AV SE,THE RESIDENCE AT MINNESOTA GARDENS COOPERTIVE INC,7,,Washington,DC,,1948,,,50256,,,,,,,,,,,,,,,,38.885813,-76.9559129
DC55490808,5549_0808,N/A,,,,12/31/2016,No Report Recieved,2815 N ST SE,C&P TELEPHONE COMPANY,7,,Washington,DC,,1947,,,50100,,,,,,,,,,,,,,,,38.87431367,-76.96709294
DC56270099,5627_0099,N/A,,,,12/31/2016,No Report Recieved,2300 - 2330 GOOD HOPE RD SE,MP PPH LLC,8,,Washington,DC,,1968,,,870359,,,,,,,,,,,,,,,,38.8653384,-76.973636
DC56420001,5642_0001,N/A,,,,12/31/2016,No Report Recieved,2845 ALABAMA AV SE,GOOD HOPE MARKETPLACE LLC,7,,Washington,DC,,1997,,,97113,,,,,,,,,,,,,,,,38.8590171,-76.9664061
DC56721274,5672_1274,N/A,,,,12/31/2016,No Report Recieved,2101 SUITLAND TR SE,FAIRFAX VILLAGE I,7,,Washington,DC,,1940,,,60510,,,,,,,,,,,,,,,,38.8630297,-76.948038
DC56721277,5672_1277,N/A,,,,12/31/2016,No Report Recieved,2000 FORT DAVIS ST SE,FAIRFAX VILLAGE IV,7,,Washington,DC,,1940,,,59245,,,,,,,,,,,,,,,,38.8646354,-76.9499328
DC56721278,5672_1278,N/A,,,,12/31/2016,No Report Recieved,2016 FORT DAVIS ST SE,FAIRFAX VILLAGE V,7,,Washington,DC,,1940,,,83132,,,,,,,,,,,,,,,,38.8641282,-76.9503649
DC56731279,5673_1279,N/A,,,,12/31/2016,No Report Recieved,2100 38TH ST SE,FAIRFAX VILLAGE VI,7,,Washington,DC,,1940,,,94556,,,,,,,,,,,,,,,,38.8640724,-76.9520283
DC56731280,5673_1280,N/A,,,,12/31/2016,No Report Recieved,2000 38TH ST SE,FAIRFAX VILLAGE VII,7,,Washington,DC,,1940,,,54282,,,,,,,,,,,,,,,,38.8650296,-76.9520132
DC57201713,5720_1713,N/A,,,,12/31/2016,No Report Recieved,3101 NAYLOR RD SE,THE CHRISTOPHER CONDOMINIUM,8,,Washington,DC,,1965,,,69327,,,,,,,,,,,,,,,,38.8529597,-76.9642088
DC57400296,5740_0296,N/A,,,,12/31/2016,No Report Recieved,2425 25TH ST SE,2425 25TH STREET SE LLC,8,,Washington,DC,,1983,,,138837,,,,,,,,,,,,,,,,38.8586816,-76.9713533
DC57410138,5741_0138,N/A,,,,12/31/2016,No Report Recieved,2726 - 2734 LANGSTON PL SE,LANGSTON LANE LTD PRTNSHP,8,,Washington,DC,,1973,,,113703,,,,,,,,,,,,,,,,38.8566014,-76.9720574
DC57410831,5741_0831,N/A,,,,12/31/2016,No Report Recieved,2400 - 2410 HARTFORD ST SE,HANOVER COURTS APARTMENTS LLC,8,,Washington,DC,,1950,,,59332,,,,,,,,,,,,,,,,38.8541023,-76.9721393
DC57721019,5772_1019,N/A,,,,12/31/2016,No Report Recieved,2041 MARTIN LUTHER KING JR AVE SE,ANACOSTIA PROFESSIONAL BUILDING REVOCABLE TRUST,8,,Washington,DC,,1957,,,74967,,,,,,,,,,,,,,,,38.86593013,-76.98982866
DC18221066,1822_1066,N/A,,,,12/31/2016,No Report Recieved,0191 39TH ST NW,MCLEAN GARDENS,3,,Washington,DC,,1942,,,771856,,,,,,,,,,,,,,,,,
DC18231066,1823_1066,N/A,,,,12/31/2016,No Report Recieved,0191 39TH ST NW,MCLEAN GARDENS,3,,Washington,DC,,1942,,,771856,,,,,,,,,,,,,,,,,
DC58321535,5832_1535,N/A,,,,12/31/2016,No Report Recieved,1601 GAINESVILLE ST SE,THE HILLWOOD CONDOMINIUMS,8,,Washington,DC,,1965,,,65758,,,,,,,,,,,,,,,,38.8551443,-76.982917
DC58681061,5868_1061,N/A,,,,12/31/2016,No Report Recieved,2632 MARTIN LUTHER KING JR AVE SE,MATTHEWS MEMORIAL BAPTIST CHURCH,8,,Washington,DC,,2011,,,96030,,,,,,,,,,,,,,,,38.8575089,-76.9951366
DC58681794,5868_1794,N/A,,,,12/31/2016,No Report Recieved,2652 MARTIN LUTHER KING JR AVE SE,PARKWAY HOUSE A CONDO,8,,Washington,DC,,1965,,,80425,,,,,,,,,,,,,,,,38.85681,-76.9953001
DC58720989,5872_0989,N/A,,,,12/31/2016,No Report Recieved,2719 DOUGLAS PL SE,SAYLES DOUGLAS PL SE,8,,Washington,DC,,1900,,,75960,,,,,,,,,,,,,,,,38.856364,-76.9914299
DC58730050,5873_0050,N/A,,,,12/31/2016,No Report Recieved,2404 POMEROY RD SE,POMEROY GARDENS LP,8,,Washington,DC,,1964,,,58770,,,,,,,,,,,,,,,,38.85580288,-76.9869743
DC58760049,5876_0049,N/A,,,,12/31/2016,No Report Recieved,3035 - 3037 STANTON RD SE,BRUCE GARDENS LLC,8,,Washington,DC,,1965,,,50912,,,,,,,,,,,,,,,,38.8525468,-76.9827339
DC59340803,5934_0803,N/A,,,,12/31/2016,No Report Recieved,3400 WHEELER RD SE,DISTRICT OF COLUBMIA,8,,Washington,DC,,1965,,,80832,,,,,,,,,,,,,,,,38.8406722,-76.993653
DC22221092,2222_1092,N/A,,,,12/31/2016,No Report Recieved,2715 ORDWAY ST NW,ORDWAY GARDENS,3,,Washington,DC,,1944,,,121242,,,,,,,,,,,,,,,,,
DC22870818,2287_0818,N/A,,,,12/31/2016,No Report Recieved,3050 MILITARY RD NW,THE INGLESIDE PRESBYTERIAN RETIREMENT COMMUNITY INC,4,,Washington,DC,,2000,,,353977,,,,,,,,,,,,,,,,,
DC26081041,2608_1041,N/A,,,,12/31/2016,No Report Recieved,3224 16TH ST NW,THE HOLY SPRIT ASSOCITION FOR UNIFICATION OF WOLD CHRISTIANITY,1,,Washington,DC,,1964,,,102487,,,,,,,,,,,,,,,,,
DC26090857,2609_0857,N/A,,,,12/31/2016,No Report Recieved,1621 - 1645 PARK RD NW,ARCHBISHOP WASHINGTON JAMES HICKEY,1,,Washington,DC,,1930,,,60149,,,,,,,,,,,,,,,,,
DC62010027,6201_0027,N/A,,,,12/31/2016,No Report Recieved,0002 - 0032 CHESAPEAKE ST SW,CHESAPEAKE PRESERVATION LLC,8,,Washington,DC,,1944,,,61642,,,,,,,,,,,,,,,,38.82887868,-77.00795766
DC62080829,6208_0829,N/A,,,,12/31/2016,No Report Recieved,4201 - 4237 7TH ST SE,BELMONT CROSSING APARTMENTS LLC,8,,Washington,DC,,1959,,,82782,,,,,,,,,,,,,,,,38.8288992,-76.9966562
DC62100038,6210_0038,N/A,,,,12/31/2016,No Report Recieved,800 SOUTHERN AVE SE,PARK SOUTHERN NEIGHBORHOOD CORPORATION,8,,Washington,DC,,1965,,,316536,,,,,,,,,,,,,,,,38.827499,-76.99454
DC62190032,6219_0032,N/A,,,,12/31/2016,No Report Recieved,4301 3RD ST SE,ATLANTIC TERRACE LTD,8,,Washington,DC,,1964,,,200839,,,,,,,,,,,,,,,,38.82985202,-77.00225519
DC62541302,6254_1302,N/A,,,,12/31/2016,No Report Recieved,0006 GALVESTON ST SW,FRIENDSHIP SQUARE CONDO,8,,Washington,DC,,1949,,,62292,,,,,,,,,,,,,,,,38.823999,-77.0064463
DC62710027,6271_0027,N/A,,,,12/31/2016,No Report Recieved,4660 MARTIN LUTHER KING JR AVE SW,WINGATE PROPERTIES LLC,8,,Washington,DC,,1966,,,426944,,,,,,,,,,,,,,,,38.82248,-77.0102315
DCPAR00880360,PAR00880360,N/A,,,,12/31/2016,No Report Recieved,1418 - 1424 SOMERSET PL NW,WILLIS LP,4,,Washington,DC,,1940,,,50048,,,,,,,,,,,,,,,,38.9666335,-77.0343756
DCPAR00890021,PAR00890021,N/A,,,,12/31/2016,No Report Recieved,6601 14TH ST NW,LUZON ASSOCIATES LP,4,,Washington,DC,,1942,,,90400,,,,,,,,,,,,,,,,38.97086,-77.03276
DC26240831,2624_0831,N/A,,,,12/31/2016,No Report Recieved,3640 16TH ST NW,ROCK CREEK PLAZA WOODNER,1,,Washington,DC,,1951,,,419406,,,,,,,,,,,,,,,,,
DCPAR01310208,PAR01310208,N/A,,,,12/31/2016,No Report Recieved,2215 5TH ST NE,AMERCO REAL ESTATE COMPANY,5,,Washington,DC,,1952,,,64477,,,,,,,,,,,,,,,,38.91952021,-76.99915369
DCPAR01330002,PAR01330002,N/A,,,,12/31/2016,No Report Recieved,487 MICHIGAN AVE NE,COLLEGE IMMAC CONCEPTION,5,,Washington,DC,,1903,,,95244,,,,,,,,,,,,,,,,38.9311572,-76.998768
DC26240832,2624_0832,N/A,,,,12/31/2016,No Report Recieved,3636 16TH ST NW,ROCK CREEK PLAZA WOODNER,1,,Washington,DC,,0,,,252702,,,,,,,,,,,,,,,,,
DCPAR01430045,PAR01430045,N/A,,,,12/31/2016,No Report Recieved,1311 - 1327 RHODE ISLAND AV NE,MCF BRENTWOOD VILLAGE SC LLC,5,,Washington,DC,,1940,,,84334,,,,,,,,,,,,,,,,38.9240942,-76.9868635
DC26931336,2693_1336,N/A,,,,12/31/2016,No Report Recieved,3900-3901 14TH ST NW,RANDOLPH TOWERS,4,,Washington,DC,,1931,,,102268,,,,,,,,,,,,,,,,,
DCPAR01690114,PAR01690114,N/A,,,,12/31/2016,No Report Recieved,3400 BENNING RD NE,POTOMAC ELECTRIC POWER COMPANY,7,,Washington,DC,,1987,,,419689,,,,,,,,,,,,,,,,38.898437,-76.95523
DCPAR01730109,PAR01730109,N/A,,,,12/31/2016,No Report Recieved,3300 NEW YORK AV NE,JAMAL'S PREMIUM LLC,5,,Washington,DC,,1959,,,75604,,,,,,,,,,,,,,,,38.91737257,-76.95976641
DC00132073,0013_2073,N/A,,,,12/31/2016,No Report Recieved,2501 M ST NW,ASSOCIATION OF AMERICAN MEDICAL COLLEGES,2,,Washington,DC,,,,,159396,,,,,,,,,,,,,,,,38.9055094,-77.053806
DC00280000,0028_0000,N/A,,,,12/31/2016,No Report Recieved,950 24TH STREET NW,COMMERCIAL CONDOS,2,,Washington,DC,,,,,120431,,,,,,,,,,,,,,,,38.9021198,-77.0517741
DC2745F0815,2745F_0815,N/A,,,,12/31/2016,No Report Recieved,7775 17TH ST NW,LOWELL SCHOOL INC,4,,Washington,DC,,1950,,,85587,,,,,,,,,,,,,,,,,
DC00740832,0074_0832,N/A,,,,12/31/2016,No Report Recieved,2100 K ST NW,THE PROFESSIONAL ASSOCIATES,2,,Washington,DC,,,,,98658,,,,,,,,,,,,,,,,38.9028193,-77.0494997
DC00760085,0076_0085,N/A,,,,12/31/2016,No Report Recieved,2000 L ST NW,2000 L OWNER LLC,2,,Washington,DC,,,,,375360,,,,,,,,,,,,,,,,38.9068582,-77.0454204
DC2745F0817,2745F_0817,N/A,,,,12/31/2016,No Report Recieved,1638 - 1640 KALMIA RD NW,LOWELL SCHOOL INC,4,,Washington,DC,,1966,,,79513,,,,,,,,,,,,,,,,,
DC29000824,2900_0824,N/A,,,,12/31/2016,No Report Recieved,850 QUINCY ST NW,THE REALTY ASSOCIATES FUND X LP,4,,Washington,DC,,2009,,,353580,,,,,,,,,,,,,,,,,
DC30650833,3065_0833,N/A,,,,12/31/2016,No Report Recieved,2201 GEORGIA AV NW,THE HOWARD UNIVERSITY,1,,Washington,DC,,2015,,,202500,,,,,,,,,,,,,,,,,
DC02040208,0204_0208,N/A,,,,12/31/2016,No Report Recieved,1441 - 1449 U ST NW,PORTNER PLACE LLC,1,,Washington,DC,,,,,58800,,,,,,,,,,,,,,,,38.9170165,-77.0340022
DC03870866,0387_0866,N/A,,,,12/31/2016,No Report Recieved,0400 10TH ST SW,POTOMAC CREEK ASSOCIATES LP,6,,Washington,DC,,1968,,,276288,,,,,,,,,,,,,,,,38.88466719,-77.02436653
DC30690066,3069_0066,N/A,,,,12/31/2016,No Report Recieved,2205 4TH ST NW,HOWARD UNIVERSITY (LAND ONLY),1,,Washington,DC,,2014,,,229497,,,,,,,,,,,,,,,,,
DC01620077,0162_0077,N/A,,,,12/31/2016,No Report Recieved,1726 M ST NW,VORNADO 1726 M ST LLC,2,,Washington,DC,,1965,,,148960,,,,,,,,,,,,,,,,38.90540777,-77.03938881
DC01620095,0162_0095,N/A,,,,12/31/2016,No Report Recieved,1150 17TH ST NW,1150 17TH STREET ASSOCIATES,2,,Washington,DC,,1971,,,321920,,,,,,,,,,,,,,,,38.90543086,-77.03875498
DC33530051,3353_0051,N/A,,,,12/31/2016,No Report Recieved,255 CARROLL ST NW,FCP TAKOMA CENTRAL LLC,4,,Washington,DC,,2014,,,70245,,,,,,,,,,,,,,,,,
DC04410848,0441_0848,N/A,,,,12/31/2016,No Report Recieved,0641 S ST NW,JEMALS WONDER LLC,1,,Washington,DC,,,,,96580,,,,,,,,,,,,,,,,38.914551,-77.021098
DC04410877,0441_0877,N/A,,,,12/31/2016,No Report Recieved,1825 7TH ST,BROADCAST RESIDENTIAL PARTNERS LLC,1,,Washington,DC,,,,,215960,,,,,,,,,,,,,,,,38.9149324,-77.0216036
DC0515N0062,0515N0062,N/A,,,,12/31/2016,No Report Recieved,0442-0444 NEW YORK AV,SQUARE N515 ASSOCIATES LLC,6,,Washington,DC,,,,,414571,,,,,,,,,,,,,,,,38.9044617,-77.0166465
DC05600838,0560_0838,N/A,,,,12/31/2016,No Report Recieved,251 H ST NW,251 MASSACHUSETTS AVENUE LLC,6,,Washington,DC,,2008,,,93877,,,,,,,,,,,,,,,,38.90042856,-77.01449931
DC35940004,3594_0004,N/A,,,,12/31/2016,No Report Recieved,0501 NEW YORK AV,VASUDAV INC,5,,Washington,DC,,2015,,,160000,,,,,,,,,,,,,,,,,
DC06720860,0672_0860,N/A,,,,12/31/2016,No Report Recieved,51 N ST NE,51 N RESIDENTIAL LLC,6,,Washington,DC,,1979,,,142000,,,,,,,,,,,,,,,,38.90696427,-77.00694858
DC10420827,1042_0827,N/A,,,,12/31/2016,No Report Recieved,1325 D ST SE,INTERNATIONAL GRADUATE UNIVERSITY OF WASHINGTON DC,6,,Washington,DC,,,,,61953,,,,,,,,,,,,,,,,38.8835667,-76.9878003
DC36481068,3648_1068,N/A,,,,12/31/2016,No Report Recieved,3015 4TH ST NE,ST PAUL ON FOURTH STREET INC,5,,Washington,DC,,1914,,,113006,,,,,,,,,,,,,,,,,
DC3722W0001,3722W_0001,N/A,,,,12/31/2016,No Report Recieved,6200 - 6220 KANSAS AV NE,AEP CHARTER HOPE LAMOND LLC,4,,Washington,DC,,1958,,,80623,,,,,,,,,,,,,,,,,
DC22870809,2287_0809,N/A,,,,12/31/2016,No Report Recieved,3050 MILITARY RD NW,THE INGLESIDE PRESBYTERIAN RETIREMENT COMMUNITY INC,4,,Washington,DC,,2000,,,348505,,,,,,,,,,,,,,,,38.960517,-77.0616788
DC37480808,3748_0808,N/A,,,,12/31/2016,No Report Recieved,5601 3RD ST NE,FORT TOTTEN NORTH LLC,4,,Washington,DC,,2014,,,404234,,,,,,,,,,,,,,,,,
DC38480824,3848_0824,N/A,,,,12/31/2016,No Report Recieved,2300 WASHINGTON PL NE,WASHINGTON METROPOLITAN AREA TRANSITY AUTHORITY,5,,Washington,DC,,2012,,,173828,,,,,,,,,,,,,,,,,
DC38480825,3848_0825,N/A,,,,12/31/2016,No Report Recieved,2350 WASHINGTON PL NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,5,,Washington,DC,,2012,,,94039,,,,,,,,,,,,,,,,,
DC31380067,3138_0067,N/A,,,,12/31/2016,No Report Recieved,4501 KANSAS AV,E.L. HAYNES PUBLIC CHARTER SCHOOL,4,,Washington,DC,,,,,52231,,,,,,,,,,,,,,,,38.945657,-77.022371
DC36480915,3648_0915,N/A,,,,12/31/2016,No Report Recieved,3015 4TH ST NE,MISSIONARY SOCIETY OF ST PAUL TH EAPOSTLE IN THE STATE OF NY,5,,Washington,DC,,1914,,,113006,,,,,,,,,,,,,,,,38.92817467,-76.9981928
DC42590003,4259_0003,N/A,,,,12/31/2016,No Report Recieved,2160 QUEENS CHAPEL RD NE,WASTE MANAGEMENT OF MARYLAND INC,5,,Washington,DC,,,,,56115,,,,,,,,,,,,,,,,38.9200997,-76.9736943
DC42730005,4273_0005,N/A,,,,12/31/2016,No Report Recieved,1600 BLADENSBURG RD,PUBLIC STORAGE INC,5,,Washington,DC,,,,,79068,,,,,,,,,,,,,,,,38.9119831,-76.9769037
DC38487000,3848_7000,N/A,,,,12/31/2016,No Report Recieved,2300 WASHINGTON PL NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,5,,Washington,DC,,2012,,,69321,,,,,,,,,,,,,,,,,
DC00500027,0050_0027,N/A,,,,12/31/2016,Exempt from this year's disclosure,1222 22ND ST NW,COLUMBIA REALTY VENTURE,2,,Washington,DC,,1922,,,52704,,,,,,,,,,,,,,,,38.9059376,-77.0489778
DC00511313,0051_1313,N/A,,,,12/31/2016,Exempt from this year's disclosure,0115 23RD ST NW,THE PARKMONT CONDO,2,,Washington,DC,,2000,,,313160,,,,,,,,,,,,,,,,38.8906075,-77.0501414
DC38487001,3848_7001,N/A,,,,12/31/2016,No Report Recieved,2350 WASHINGTON PL NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,5,,Washington,DC,,2012,,,90842,,,,,,,,,,,,,,,,,
DC00590825,0059_0825,N/A,,,,12/31/2016,Exempt from this year's disclosure,0525 23RD ST NW,PAN AMERICAN HEALTH ORGANIZATION,2,,Washington,DC,,1965,,,225560,,,,,,,,,,,,,,,,38.8962651,-77.0500946
DC00800054,0080_0054,N/A,,,,12/31/2016,Exempt from this year's disclosure,2110 G ST NW,GEORGE WASHINGTON UNIVERSITY,2,,Washington,DC,,1880,,,54563,,,,,,,,,,,,,,,,38.8980669,-77.0472608
DC00810843,0081_0843,N/A,,,,12/31/2016,Exempt from this year's disclosure,2121 VIRGINIA AVE NW,PAN AMERICAN HEALTH ORGANIZATION,2,,Washington,DC,,1986,,,139564,,,,,,,,,,,,,,,,38.8963927,-77.0482241
DC00920061,0092_0061,N/A,,,,12/31/2016,Exempt from this year's disclosure,1718 CONNECTICUT AV NW,BROMINE LLC,2,,Washington,DC,,1982,,,64794,,,,,,,,,,,,,,,,38.9132086,-77.0459121
DC43271160,4327_1160,N/A,,,,12/31/2016,No Report Recieved,2438 MARKET ST NE,LOWES HOMES CENTERS LLC,5,,Washington,DC,,2015,,,110762,,,,,,,,,,,,,,,,,
DC01420025,0142_0025,N/A,,,,12/31/2016,Exempt from this year's disclosure,0601 19TH ST NW,ORGANIZATION OF AMERICAN STATES (OAS),2,,Washington,DC,,1979,,,360723,,,,,,,,,,,,,,,,38.8976574,-77.0434431
DC43710009,4371_0009,N/A,,,,12/31/2016,No Report Recieved,2200 SOUTH DAKOTA AVE NE,2200 SOUTH DAKOTA AVE LLC,5,,Washington,DC,,1982,,,93480,,,,,,,,,,,,,,,,,
DC01590082,0159_0082,N/A,,,,12/31/2016,Exempt from this year's disclosure,1225 CONNECTICUT AV NW,INTERNATIONAL BANK OF RECONSTRUCTION AND DEVELOPMENT,2,,Washington,DC,,1970,,,359776,,,,,,,,,,,,,,,,38.9069902,-77.041204
DC5046E0047,5046E_0047,N/A,,,,12/31/2016,No Report Recieved,3760 MINNESOTA AVE NE,UPPER ROOM HOUSING CORPORATION,7,,Washington,DC,,1991,,,73776,,,,,,,,,,,,,,,,,
DC01700040,0170_0040,N/A,,,,12/31/2016,Exempt from this year's disclosure,1709 NEW YORK AVE NW,BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM,2,,Washington,DC,,1971,,,276386,,,,,,,,,,,,,,,,38.8966826,-77.040452
DC01700041,0170_0041,N/A,,,,12/31/2016,Exempt from this year's disclosure,1776 F ST NW,FEDERAL DEPOSIT INSRUANCE CORPORATION,2,,Washington,DC,,1972,,,177069,,,,,,,,,,,,,,,,38.8970705,-77.0412628
DC01700838,0170_0838,N/A,,,,12/31/2016,Exempt from this year's disclosure,550 17TH ST NW,FEDERAL DEPOSIT INSURANCE CORPORATION,2,,Washington,DC,,1962,,,250725,,,,,,,,,,,,,,,,38.897068,-77.040151
DC50563033,5056_3033,N/A,,,,12/31/2016,No Report Recieved,0612 PARKSIDE PL NE,PARKSIDE TOWNHOMES CONDO,7,,Washington,DC,,1994,,,123415,,,,,,,,,,,,,,,,,
DC57820841,5782_0841,N/A,,,,12/31/2016,No Report Recieved,2100 MARTIN LUTHER KING JR AVE SE,2100 MARTIN LUTHER KING ASSOCIATION,8,,Washington,DC,,1989,,,104616,,,,,,,,,,,,,,,,,
DC57841100,5784_1100,N/A,,,,12/31/2016,No Report Recieved,2235 SHANNON PL SE,GEORGE T CURTIS III TRUSTEE,8,,Washington,DC,,1962,,,82134,,,,,,,,,,,,,,,,,
DC59701286,5970_1286,N/A,,,,12/31/2016,No Report Recieved,3415 5TH ST SE,THE EAST GATE CONDO,8,,Washington,DC,,1964,,,58163,,,,,,,,,,,,,,,,,
DC61560117,6156_0117,N/A,,,,12/31/2016,No Report Recieved,0601 - 0755 YUMA ST SE,HIGHLAND RESIDENTIAL LP,8,,Washington,DC,,1942,,,53142,,,,,,,,,,,,,,,,,
DC61560118,6156_0118,N/A,,,,12/31/2016,No Report Recieved,0508 - 0770 ATLANTIC ST SE,HIGHLAND RESIDENTIAL LP,8,,Washington,DC,,1942,,,88444,,,,,,,,,,,,,,,,,
DC61720815,6172_0815,N/A,,,,12/31/2016,No Report Recieved,4001-4031 SOUTH CAPITOL ST SW,SOUTH CAPITOL CENTER LLC,8,,Washington,DC,,1947,,,58986,,,,,,,,,,,,,,,,,
DCPAR01410069,PAR01410069,N/A,,,,12/31/2016,No Report Recieved,800 FLORIDA AVE NE,GALLAUDET UNIVERSITY,5,,Washington,DC,,1872,,,1642951,,,,,,,,,,,,,,,,,
DCPAR01560052,PAR01560052,N/A,,,,12/31/2016,No Report Recieved,1814 IRVING ST NE,THE ASHTON LLC,5,,Washington,DC,,1956,,,60294,,,,,,,,,,,,,,,,,
DC02092554,0209_2554,N/A,,,,12/31/2016,Exempt from this year's disclosure,1440 CHURCH ST NW,THE SAXON CT RESIDENCES CONDO,2,,Washington,DC,,2002,,,50693,,,,,,,,,,,,,,,,38.9102327,-77.0328804
DC02392519,0239_2519,N/A,,,,12/31/2016,Exempt from this year's disclosure,1326 S ST NW,1326 S ST CONDO,2,,Washington,DC,,1977,,,52545,,,,,,,,,,,,,,,,38.9140754,-77.0308185
